POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	31
1	2	-	47
2	3	+	43
3	4	+	27
4	5	-	25
5	6	-	39
6	7	-	31
7	9	+	175
8	9	+	177
9	9	+	181
10	9	+	183
11	9	+	185
12	9	+	187
13	9	+	189
14	10	+	59
15	13	-	29
16	13	-	31
17	14	+	47
18	16	+	109
19	16	+	111
20	16	+	113
21	16	+	115
22	18	-	27
23	19	-	63
24	20	+	133
25	20	+	135
26	20	+	137
27	20	+	139
28	20	+	141
29	20	+	143
30	20	+	145
31	21	-	39
32	21	-	41
33	21	-	43
34	21	-	45
35	23	-	109
36	23	-	111
37	26	-	101
38	26	-	103
39	26	-	105
40	26	-	107
41	27	+	83
42	27	+	85
43	27	+	87
44	27	+	89
45	28	-	41
46	28	-	43
47	30	+	135
48	30	+	137
49	30	+	139
50	31	+	79
51	31	+	81
52	32	+	33
53	33	-	80
54	33	-	81
55	33	-	71
56	33	-	73
57	34	+	67
58	34	+	69
59	35	+	63
60	35	+	70
61	35	+	71
62	36	-	84
63	36	-	85
64	36	-	71
65	36	-	73
66	36	-	75
67	37	-	69
68	37	-	71
69	37	-	73
70	37	-	75
71	38	-	49
72	39	-	125
73	39	-	127
74	39	-	129
75	39	-	131
76	39	-	133
77	39	-	135
78	40	+	79
79	40	+	81
80	40	+	83
81	40	+	85
82	41	+	39
83	42	-	71
84	45	-	51
85	45	-	53
86	46	-	51
87	46	-	53
88	48	+	25
89	49	+	69
90	49	+	71
91	50	-	31
