POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	11
1	2	-	15
2	2	-	17
3	3	+	17
4	3	+	19
5	5	-	11
6	6	-	24
7	6	-	25
8	7	-	15
9	9	+	100
10	9	+	101
11	9	+	96
12	9	+	106
13	9	+	107
14	9	+	63
15	9	+	65
16	9	+	67
17	10	+	25
18	10	+	27
19	14	+	28
20	14	+	29
21	14	+	15
22	16	+	43
23	16	+	45
24	16	+	47
25	18	-	11
26	19	-	31
27	19	-	42
28	19	-	43
29	20	+	47
30	20	+	49
31	20	+	51
32	20	+	53
33	20	+	55
34	21	-	11
35	22	+	15
36	23	-	35
37	23	-	64
38	23	-	65
39	23	-	41
40	23	-	43
41	24	-	21
42	24	-	23
43	26	-	62
44	26	-	63
45	26	-	56
46	26	-	57
47	26	-	42
48	27	+	31
49	27	+	44
50	27	+	45
51	28	-	23
52	30	+	53
53	30	+	55
54	30	+	57
55	30	+	86
56	30	+	87
57	30	+	61
58	31	+	37
59	32	+	17
60	33	-	23
61	33	-	36
62	33	-	38
63	33	-	39
64	34	+	27
65	34	+	29
66	34	+	31
67	35	+	32
68	35	+	33
69	35	+	31
70	36	-	25
71	36	-	27
72	37	-	25
73	37	-	27
74	38	-	34
75	38	-	35
76	38	-	23
77	39	-	57
78	39	-	61
79	39	-	63
80	40	+	27
81	40	+	29
82	40	+	31
83	41	+	18
84	41	+	19
85	42	-	25
86	42	-	27
87	45	-	21
88	45	-	23
89	46	-	21
90	48	+	15
91	49	+	17
92	49	+	38
93	49	+	39
94	49	+	37
95	49	+	40
96	49	+	41
97	50	-	15
