POSITION	GENE_FAMILY	ORIENTATION	GENE_ID
0	1	+	39
1	1	+	41
2	2	-	55
3	2	-	57
4	3	+	53
5	3	+	55
6	4	+	35
7	5	-	33
8	6	-	47
9	9	+	241
10	9	+	243
11	9	+	245
12	9	+	247
13	9	+	249
14	9	+	251
15	10	+	69
16	10	+	71
17	13	-	45
18	14	+	55
19	14	+	57
20	16	+	143
21	16	+	145
22	16	+	147
23	16	+	149
24	19	-	71
25	19	-	73
26	19	-	75
27	20	+	189
28	20	+	191
29	20	+	193
30	20	+	195
31	20	+	197
32	21	-	71
33	22	+	27
34	23	-	127
35	23	-	129
36	23	-	131
37	23	-	133
38	23	-	135
39	23	-	137
40	24	-	61
41	24	-	63
42	24	-	65
43	24	-	67
44	24	-	69
45	26	-	133
46	26	-	135
47	26	-	137
48	26	-	139
49	27	+	115
50	27	+	117
51	27	+	119
52	27	+	130
53	27	+	131
54	28	-	57
55	30	+	159
56	30	+	161
57	30	+	163
58	30	+	165
59	30	+	167
60	30	+	169
61	30	+	171
62	31	+	95
63	31	+	97
64	31	+	99
65	31	+	101
66	32	+	41
67	33	-	97
68	33	-	99
69	34	+	85
70	35	+	83
71	35	+	85
72	36	-	105
73	36	-	107
74	36	-	109
75	37	-	103
76	37	-	105
77	38	-	57
78	39	-	179
79	39	-	181
80	39	-	183
81	40	+	117
82	40	+	119
83	40	+	121
84	40	+	123
85	42	-	79
86	42	-	88
87	42	-	89
88	42	-	83
89	42	-	85
90	42	-	87
91	45	-	67
92	45	-	69
93	46	-	67
94	49	+	85
95	49	+	87
96	50	-	39
